Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_Opp,FGA_Opp,FG%_Opp,3P_Opp,3PA_Opp,3P%_Opp,2P_Opp,2PA_Opp,2P%_Opp,eFG%_Opp,FT_Opp,FTA_Opp,FT%_Opp,ORB_Opp,DRB_Opp,TRB_Opp,AST_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
10,10,2022-11-09,@,ORL,L,87,94,,32,85,0.376,11,42,0.262,21,43,0.488,0.441,12,19,0.632,4,25,29,17,14,4,6,19,36,73,0.493,8,21,0.381,28,52,0.538,0.548,14,21,0.667,4,45,49,20,1,6,19,20,92.1,99.5,94.5,0.224,0.494,0.466,37.2,53.1,14.8,7.7,0.441,6.0,8.2,0.141,0.548,18.8,13.8,0.192
11,11,2022-11-10,@,WAS,L,105,113,,37,86,0.430,18,47,0.383,19,39,0.487,0.535,13,21,0.619,7,34,41,19,9,1,13,13,41,84,0.488,12,30,0.400,29,54,0.537,0.560,19,20,0.950,8,44,52,25,5,5,17,21,104.8,112.8,100.2,0.244,0.547,0.551,44.1,51.4,9.0,1.9,0.535,12.0,13.7,0.151,0.560,15.5,19.0,0.226
12,12,2022-11-12,,POR,W,117,112,,41,81,0.506,14,43,0.326,27,38,0.711,0.593,21,26,0.808,7,33,40,26,8,2,11,27,36,80,0.450,13,31,0.419,23,49,0.469,0.531,27,35,0.771,12,32,44,20,6,2,12,21,124.4,119.0,94.1,0.321,0.531,0.633,47.6,63.4,8.5,4.1,0.593,10.6,17.9,0.259,0.531,11.2,26.7,0.338
13,13,2022-11-15,,LAC,W,103,101,,35,80,0.438,17,43,0.395,18,37,0.486,0.544,16,24,0.667,8,26,34,20,12,1,12,20,34,64,0.531,12,28,0.429,22,36,0.611,0.625,21,26,0.808,3,37,40,23,8,2,21,27,111.3,109.1,92.6,0.300,0.538,0.569,45.9,57.1,13.0,2.8,0.544,11.7,17.8,0.200,0.625,21.8,10.3,0.328
14,14,2022-11-16,,HOU,L,92,101,,31,102,0.304,12,55,0.218,19,47,0.404,0.363,18,19,0.947,13,25,38,21,9,2,6,19,35,75,0.467,10,22,0.455,25,53,0.472,0.533,21,24,0.875,9,47,56,21,1,19,23,19,94.2,103.4,97.7,0.186,0.539,0.417,40.4,67.7,9.2,3.8,0.363,5.2,21.7,0.176,0.533,21.2,26.5,0.280
15,15,2022-11-18,,DEN,W,127,99,,46,77,0.597,13,32,0.406,33,45,0.733,0.682,22,28,0.786,6,38,44,29,5,3,10,19,38,90,0.422,10,30,0.333,28,60,0.467,0.478,13,18,0.722,13,23,36,24,4,1,13,20,135.6,105.7,93.7,0.364,0.416,0.711,55.0,63.0,5.3,5.0,0.682,10.1,20.7,0.286,0.478,11.7,25.5,0.144
16,16,2022-11-20,,DEN,L,97,98,,35,78,0.449,15,42,0.357,20,36,0.556,0.545,12,21,0.571,6,30,36,24,5,3,13,18,37,78,0.474,9,27,0.333,28,51,0.549,0.532,15,19,0.789,4,40,44,22,10,5,16,20,102.2,103.2,94.9,0.269,0.538,0.556,45.0,68.6,5.3,5.9,0.545,13.0,13.0,0.154,0.532,15.6,11.8,0.192
17,17,2022-11-23,@,BOS,L,112,125,,44,82,0.537,11,31,0.355,33,51,0.647,0.604,13,21,0.619,5,30,35,20,4,3,14,23,45,84,0.536,17,34,0.500,28,50,0.560,0.637,18,21,0.857,6,32,38,29,4,4,12,22,114.1,127.3,98.2,0.256,0.378,0.614,47.9,45.5,4.1,6.0,0.604,13.3,13.5,0.159,0.637,11.4,16.7,0.214
18,18,2022-11-26,@,TOR,L,100,105,,35,73,0.479,11,39,0.282,24,34,0.706,0.555,19,24,0.792,4,30,34,28,7,5,16,26,38,88,0.432,8,26,0.308,30,62,0.484,0.477,21,26,0.808,17,31,48,20,10,2,13,21,107.5,112.9,93.0,0.329,0.534,0.598,41.5,80.0,7.5,8.1,0.555,16.1,11.4,0.260,0.477,11.6,36.2,0.239
19,19,2022-11-27,@,MIL,L,115,124,,41,80,0.513,17,41,0.415,24,39,0.615,0.619,16,25,0.640,6,26,32,23,6,2,13,17,48,86,0.558,17,37,0.459,31,49,0.633,0.657,11,15,0.733,8,32,40,28,8,5,14,24,119.3,128.6,96.4,0.313,0.513,0.632,44.4,56.1,6.2,4.1,0.619,12.5,15.8,0.200,0.657,13.1,23.5,0.128
20,20,2022-11-29,,GSW,W,116,113,,42,91,0.462,15,44,0.341,27,47,0.574,0.544,17,27,0.630,8,31,39,21,7,4,14,21,42,88,0.477,11,43,0.256,31,45,0.689,0.540,18,23,0.783,10,40,50,27,6,3,18,23,110.3,107.5,105.1,0.297,0.484,0.564,43.8,50.0,6.7,8.9,0.544,12.0,16.7,0.187,0.540,15.5,24.4,0.205
21,21,2022-12-01,@,DET,L,125,131,OT,46,86,0.535,19,46,0.413,27,40,0.675,0.645,14,29,0.483,4,26,30,25,8,7,13,24,51,94,0.543,15,35,0.429,36,59,0.610,0.622,14,24,0.583,13,39,52,29,9,0,13,26,120.3,126.0,94.1,0.337,0.535,0.633,36.6,54.3,7.7,11.9,0.645,11.6,9.3,0.163,0.622,11.1,33.3,0.149
22,22,2022-12-03,@,NYK,W,121,100,,43,100,0.430,24,61,0.393,19,39,0.487,0.550,11,14,0.786,14,36,50,27,7,5,11,20,35,77,0.455,10,31,0.323,25,46,0.543,0.519,20,28,0.714,7,38,45,18,7,1,20,17,120.4,99.5,100.5,0.140,0.610,0.570,52.6,62.8,7.0,10.9,0.550,9.4,26.9,0.110,0.519,18.3,16.3,0.260
23,23,2022-12-05,,PHO,W,130,111,,44,84,0.524,20,41,0.488,24,43,0.558,0.643,22,26,0.846,10,31,41,23,7,6,13,23,40,91,0.440,13,37,0.351,27,54,0.500,0.511,18,26,0.692,13,28,41,28,5,5,13,16,133.7,114.2,97.2,0.310,0.488,0.681,50.0,52.3,7.2,11.1,0.643,12.0,26.3,0.262,0.511,11.3,29.5,0.198
24,24,2022-12-06,@,DEN,W,116,115,,36,72,0.500,17,36,0.472,19,36,0.528,0.618,27,31,0.871,4,31,35,27,10,4,17,32,40,78,0.513,13,32,0.406,27,46,0.587,0.596,22,28,0.786,8,28,36,30,8,4,17,28,119.3,118.3,97.2,0.431,0.500,0.677,49.3,75.0,10.3,8.7,0.618,16.6,12.5,0.375,0.596,15.8,20.5,0.282
25,25,2022-12-09,,MIL,L,105,106,,41,88,0.466,13,40,0.325,28,48,0.583,0.540,10,24,0.417,12,31,43,21,8,6,11,21,38,87,0.437,11,32,0.344,27,55,0.491,0.500,19,23,0.826,13,38,51,27,5,4,17,21,108.1,109.1,97.1,0.273,0.455,0.533,45.7,51.2,8.2,10.9,0.540,10.0,24.0,0.114,0.500,14.9,29.5,0.218
26,26,2022-12-10,@,CHI,L,115,144,,41,90,0.456,11,44,0.250,30,46,0.652,0.517,22,26,0.846,8,29,37,24,5,4,8,17,54,85,0.635,19,34,0.559,35,51,0.686,0.747,17,24,0.708,4,40,44,33,8,5,10,17,114.9,143.8,100.1,0.289,0.489,0.567,45.7,58.5,5.0,7.8,0.517,7.3,16.7,0.244,0.747,9.5,12.1,0.200
27,27,2022-12-12,,OKC,W,121,114,,39,93,0.419,22,54,0.407,17,39,0.436,0.538,21,25,0.840,16,34,50,24,4,3,14,19,42,88,0.477,10,31,0.323,32,57,0.561,0.534,20,21,0.952,10,32,42,21,4,1,13,22,123.5,116.4,98.0,0.269,0.581,0.582,54.3,61.5,4.1,5.3,0.538,11.9,33.3,0.226,0.534,11.8,22.7,0.227
28,28,2022-12-14,,CLE,L,90,105,,29,74,0.392,13,38,0.342,16,36,0.444,0.480,19,26,0.731,6,27,33,17,2,3,13,15,41,78,0.526,8,24,0.333,33,54,0.611,0.577,15,19,0.789,5,38,43,26,5,2,9,20,100.4,117.2,89.6,0.351,0.514,0.527,43.4,58.6,2.2,5.6,0.480,13.2,13.6,0.257,0.577,9.4,15.6,0.192
29,29,2022-12-16,,POR,W,130,110,,45,81,0.556,18,43,0.419,27,38,0.711,0.667,22,26,0.846,3,37,40,25,4,5,13,19,39,89,0.438,13,37,0.351,26,52,0.500,0.511,19,25,0.760,10,32,42,21,4,2,12,22,129.5,109.6,100.4,0.321,0.531,0.703,48.8,55.6,4.0,9.6,0.667,12.3,8.6,0.272,0.511,10.7,21.3,0.213
30,30,2022-12-17,@,CLE,L,99,100,OT,36,88,0.409,15,49,0.306,21,39,0.538,0.494,12,19,0.632,5,40,45,19,5,6,12,20,40,94,0.426,7,36,0.194,33,58,0.569,0.463,13,22,0.591,9,42,51,23,6,5,13,24,95.7,96.7,93.7,0.216,0.557,0.514,46.9,52.8,4.8,10.3,0.494,11.1,10.6,0.136,0.463,11.1,18.4,0.138
31,31,2022-12-19,@,MIN,L,106,116,,31,76,0.408,19,45,0.422,12,31,0.387,0.533,25,31,0.806,8,34,42,23,5,5,16,23,42,89,0.472,12,31,0.387,30,58,0.517,0.539,20,24,0.833,9,35,44,19,5,4,11,24,109.0,119.3,97.3,0.408,0.592,0.591,48.8,74.2,5.1,8.6,0.533,15.1,18.6,0.329,0.539,9.9,20.9,0.225
32,32,2022-12-21,@,MIN,W,104,99,,34,75,0.453,13,39,0.333,21,36,0.583,0.540,23,27,0.852,7,32,39,17,6,3,13,12,42,85,0.494,8,30,0.267,34,55,0.618,0.541,7,10,0.700,8,31,39,23,7,4,13,24,113.3,107.9,91.8,0.360,0.520,0.599,50.0,50.0,6.5,5.5,0.540,13.0,18.4,0.307,0.541,12.7,20.0,0.082
33,33,2022-12-23,@,HOU,W,112,106,,36,80,0.450,16,44,0.364,20,36,0.556,0.550,24,27,0.889,7,27,34,20,10,7,14,21,37,81,0.457,8,26,0.308,29,55,0.527,0.506,24,28,0.857,12,33,45,26,9,3,15,21,118.3,112.0,94.6,0.338,0.550,0.609,43.0,55.6,10.6,12.7,0.550,13.2,17.5,0.300,0.506,13.8,30.8,0.296
34,34,2022-12-25,,LAL,W,124,115,,44,84,0.524,18,44,0.409,26,40,0.650,0.631,18,25,0.720,11,27,38,31,6,3,11,26,39,80,0.488,9,28,0.321,30,52,0.577,0.544,28,32,0.875,6,29,35,18,5,2,10,23,131.9,122.3,94.0,0.298,0.524,0.653,52.1,70.5,6.4,5.8,0.631,10.4,27.5,0.214,0.544,9.6,18.2,0.350
35,35,2022-12-27,,NYK,W,126,121,OT,44,90,0.489,13,46,0.283,31,44,0.705,0.561,25,33,0.758,7,40,47,20,4,5,9,25,45,103,0.437,16,50,0.320,29,53,0.547,0.515,15,24,0.625,17,38,55,27,5,0,10,23,120.8,116.0,94.5,0.367,0.511,0.603,46.1,45.5,3.8,9.4,0.561,7.9,15.6,0.278,0.515,8.1,29.8,0.146
36,36,2022-12-29,,HOU,W,129,114,,47,91,0.516,18,45,0.400,29,46,0.630,0.615,17,25,0.680,6,38,44,30,7,8,9,26,38,86,0.442,12,34,0.353,26,52,0.500,0.512,26,37,0.703,12,36,48,21,5,0,13,23,126.0,111.4,102.4,0.275,0.495,0.632,47.8,63.8,6.8,15.4,0.615,8.1,14.3,0.187,0.512,11.3,24.0,0.302
37,37,2022-12-31,@,SAS,W,126,125,,50,86,0.581,14,34,0.412,36,52,0.692,0.663,12,21,0.571,6,20,26,21,5,3,5,24,47,85,0.553,8,19,0.421,39,66,0.591,0.600,23,32,0.719,15,33,48,28,1,0,13,21,134.9,133.8,93.4,0.244,0.395,0.661,35.1,42.0,5.4,4.5,0.663,5.0,15.4,0.140,0.600,11.6,42.9,0.271
38,38,2023-01-02,@,HOU,W,111,106,,34,81,0.420,13,43,0.302,21,38,0.553,0.500,30,34,0.882,8,33,41,19,8,6,8,19,38,82,0.463,9,29,0.310,29,53,0.547,0.518,21,29,0.724,8,38,46,21,4,4,10,28,117.9,112.6,94.1,0.420,0.531,0.578,47.1,55.9,8.5,11.3,0.500,7.7,17.4,0.370,0.518,9.5,19.5,0.256
39,39,2023-01-05,,BOS,L,95,124,,34,90,0.378,7,32,0.219,27,58,0.466,0.417,20,25,0.800,11,31,42,15,4,3,11,19,41,84,0.488,16,43,0.372,25,41,0.610,0.583,26,31,0.839,10,42,52,29,6,8,11,22,97.6,127.3,97.4,0.278,0.356,0.470,44.7,44.1,4.1,7.3,0.417,9.8,20.8,0.222,0.583,10.1,24.4,0.310
40,40,2023-01-07,,NOP,W,127,117,,42,74,0.568,13,29,0.448,29,45,0.644,0.655,30,38,0.789,5,34,39,23,5,7,17,24,45,94,0.479,5,29,0.172,40,65,0.615,0.505,22,35,0.629,15,29,44,26,14,4,13,25,123.2,113.5,103.1,0.514,0.392,0.700,47.0,54.8,4.9,10.8,0.655,15.8,14.7,0.405,0.505,10.6,30.6,0.234
41,41,2023-01-08,@,OKC,L,109,120,,31,73,0.425,14,39,0.359,17,34,0.500,0.521,33,42,0.786,8,31,39,21,3,1,13,19,46,95,0.484,12,28,0.429,34,67,0.507,0.547,16,20,0.800,13,35,48,27,5,8,8,26,114.8,126.4,95.0,0.575,0.534,0.596,44.8,67.7,3.2,1.5,0.521,12.4,18.6,0.452,0.547,7.2,29.5,0.168
42,42,2023-01-10,@,LAC,L,101,113,,30,69,0.435,12,38,0.316,18,31,0.581,0.522,29,36,0.806,3,29,32,15,5,6,12,17,39,86,0.453,12,31,0.387,27,55,0.491,0.523,23,30,0.767,12,34,46,20,7,4,10,23,109.0,122.0,92.6,0.522,0.551,0.595,41.0,50.0,5.4,10.9,0.522,12.4,8.1,0.420,0.523,9.2,29.3,0.267
43,43,2023-01-12,@,LAL,W,119,115,2OT,48,96,0.500,14,42,0.333,34,54,0.630,0.573,9,17,0.529,3,51,54,25,4,9,19,26,44,112,0.393,10,41,0.244,34,71,0.479,0.438,17,27,0.630,14,42,56,24,7,4,10,18,101.1,97.7,97.5,0.177,0.438,0.575,49.1,52.1,3.4,12.7,0.573,15.5,6.7,0.094,0.438,7.5,21.5,0.152
44,44,2023-01-14,@,POR,L,119,136,,43,82,0.524,22,46,0.478,21,36,0.583,0.659,11,19,0.579,2,23,25,28,4,3,11,18,49,88,0.557,17,41,0.415,32,47,0.681,0.653,21,22,0.955,10,37,47,34,7,4,12,20,122.3,139.8,97.3,0.232,0.561,0.658,34.7,65.1,4.1,6.4,0.659,10.9,5.1,0.134,0.653,10.9,30.3,0.239
45,45,2023-01-15,@,POR,L,123,140,,41,89,0.461,14,42,0.333,27,47,0.574,0.539,27,33,0.818,13,26,39,31,3,2,9,29,43,85,0.506,17,44,0.386,26,41,0.634,0.606,37,42,0.881,8,33,41,28,3,6,8,29,125.6,142.9,98.0,0.371,0.472,0.594,48.8,75.6,3.1,4.9,0.539,8.0,28.3,0.303,0.606,7.2,23.5,0.435
46,46,2023-01-18,,ATL,L,122,130,,44,84,0.524,16,42,0.381,28,42,0.667,0.619,18,24,0.750,10,21,31,26,5,3,16,19,49,86,0.570,13,26,0.500,36,60,0.600,0.645,19,20,0.950,7,28,35,28,7,4,12,23,125.5,133.7,97.2,0.286,0.500,0.645,47.0,59.1,5.1,5.0,0.619,14.5,26.3,0.214,0.645,11.2,25.0,0.221
47,47,2023-01-20,,MIA,W,115,90,,37,80,0.463,18,38,0.474,19,42,0.452,0.575,23,28,0.821,10,27,37,21,7,1,10,22,33,69,0.478,4,20,0.200,29,49,0.592,0.507,20,27,0.741,5,34,39,15,3,1,16,22,127.4,99.7,90.3,0.350,0.475,0.623,48.7,56.8,7.8,2.0,0.575,9.8,22.7,0.288,0.507,16.5,15.6,0.290
48,48,2023-01-22,,LAC,L,98,112,,35,80,0.438,13,35,0.371,22,45,0.489,0.519,15,26,0.577,12,26,38,15,3,3,10,21,35,77,0.455,12,28,0.429,23,49,0.469,0.532,30,31,0.968,9,37,46,20,6,3,11,23,110.5,126.2,88.7,0.325,0.438,0.536,45.2,42.9,3.4,6.1,0.519,9.9,24.5,0.188,0.532,10.8,25.7,0.390
49,49,2023-01-24,,WAS,L,126,127,,47,89,0.528,10,30,0.333,37,59,0.627,0.584,22,26,0.846,8,30,38,24,6,2,9,25,42,83,0.506,11,30,0.367,31,53,0.585,0.572,32,41,0.780,6,35,41,28,7,3,11,22,124.1,125.0,101.6,0.292,0.337,0.627,48.1,51.1,5.9,3.8,0.584,8.2,18.6,0.247,0.572,9.8,16.7,0.386
50,50,2023-01-26,@,PHO,W,99,95,,33,77,0.429,13,34,0.382,20,43,0.465,0.513,20,28,0.714,7,36,43,20,3,3,9,10,35,86,0.407,13,32,0.406,22,54,0.407,0.483,12,16,0.750,13,37,50,24,4,6,9,21,112.1,107.6,88.3,0.364,0.442,0.554,46.2,60.6,3.4,5.6,0.513,9.2,15.9,0.260,0.483,8.8,26.5,0.140
51,51,2023-01-28,@,UTA,L,100,108,,35,80,0.438,18,46,0.391,17,34,0.500,0.550,12,17,0.706,7,24,31,26,7,3,14,18,39,82,0.476,13,36,0.361,26,46,0.565,0.555,17,24,0.708,13,36,49,26,9,6,17,23,107.9,116.5,92.7,0.213,0.575,0.572,38.8,74.3,7.6,6.5,0.550,13.8,16.3,0.150,0.555,15.5,35.1,0.207
52,52,2023-01-30,,DET,W,111,105,,39,79,0.494,10,34,0.294,29,45,0.644,0.557,23,33,0.697,9,31,40,17,6,1,11,18,36,79,0.456,14,39,0.359,22,40,0.550,0.544,19,27,0.704,9,31,40,18,9,6,14,31,118.7,112.3,93.5,0.418,0.430,0.593,50.0,43.6,6.4,2.5,0.557,10.5,22.5,0.291,0.544,13.3,22.5,0.241
53,53,2023-02-02,,NOP,W,111,106,,37,85,0.435,14,41,0.341,23,44,0.523,0.518,23,29,0.793,6,30,36,16,10,3,8,24,42,84,0.500,5,20,0.250,37,64,0.578,0.530,17,21,0.810,12,38,50,27,6,5,17,26,114.3,109.2,97.1,0.341,0.482,0.568,41.9,43.2,10.3,4.7,0.518,7.6,13.6,0.271,0.530,15.4,28.6,0.202
54,54,2023-02-04,@,GSW,L,113,119,,39,85,0.459,14,40,0.350,25,45,0.556,0.541,21,27,0.778,10,29,39,22,9,1,14,18,45,82,0.549,14,35,0.400,31,47,0.660,0.634,15,19,0.789,5,33,38,33,6,5,14,24,115.2,121.3,98.1,0.318,0.471,0.583,50.6,56.4,9.2,2.1,0.541,12.6,23.3,0.247,0.634,13.4,14.7,0.183
55,55,2023-02-06,@,UTA,W,124,111,,41,88,0.466,15,39,0.385,26,49,0.531,0.551,27,31,0.871,17,32,49,26,6,4,14,25,41,87,0.471,6,31,0.194,35,56,0.625,0.506,23,26,0.885,10,27,37,21,4,4,13,23,128.1,114.6,96.8,0.352,0.443,0.610,57.0,63.4,6.2,7.1,0.551,12.1,38.6,0.307,0.506,11.7,23.8,0.264
56,56,2023-02-08,@,LAC,W,110,104,,41,78,0.526,17,35,0.486,24,43,0.558,0.635,11,17,0.647,8,36,44,26,7,6,18,20,38,86,0.442,12,33,0.364,26,53,0.491,0.512,16,21,0.762,9,31,40,21,10,4,11,18,115.9,109.6,94.9,0.218,0.449,0.643,52.4,63.4,7.4,11.3,0.635,17.4,20.5,0.141,0.512,10.4,20.0,0.186
57,57,2023-02-10,@,SAC,W,122,114,,43,88,0.489,18,43,0.419,25,45,0.556,0.591,18,19,0.947,11,28,39,34,4,0,12,19,39,72,0.542,9,27,0.333,30,45,0.667,0.604,27,32,0.844,5,33,38,21,2,4,14,19,129.1,120.6,94.5,0.216,0.489,0.633,50.6,79.1,4.2,0.0,0.591,11.1,25.0,0.205,0.604,14.0,15.2,0.375
58,58,2023-02-11,@,SAC,L,128,133,OT,47,91,0.516,20,51,0.392,27,40,0.675,0.626,14,19,0.737,7,36,43,27,4,4,16,19,51,100,0.510,8,32,0.250,43,68,0.632,0.550,23,25,0.920,11,39,50,22,9,0,7,17,120.7,125.4,96.1,0.209,0.560,0.644,46.2,57.4,3.8,5.9,0.626,13.9,15.2,0.154,0.550,5.9,23.4,0.230
59,59,2023-02-13,,MIN,L,121,124,,43,84,0.512,13,39,0.333,30,45,0.667,0.589,22,29,0.759,9,24,33,21,5,1,11,21,48,83,0.578,9,29,0.310,39,54,0.722,0.633,19,26,0.731,10,29,39,28,8,2,12,26,127.0,130.1,95.3,0.345,0.464,0.625,45.8,48.8,5.2,1.9,0.589,10.2,23.7,0.262,0.633,11.3,29.4,0.229
60,60,2023-02-15,@,DEN,L,109,118,,39,84,0.464,14,39,0.359,25,45,0.556,0.548,17,20,0.850,6,25,31,25,8,3,12,13,48,84,0.571,11,31,0.355,37,53,0.698,0.637,11,15,0.733,6,37,43,34,7,5,13,14,113.1,122.4,96.4,0.238,0.464,0.587,41.9,64.1,8.3,5.7,0.548,11.5,14.0,0.202,0.637,12.5,19.4,0.131
61,61,2023-02-23,,SAS,W,142,116,,46,82,0.561,22,42,0.524,24,40,0.600,0.695,28,36,0.778,3,33,36,27,10,5,7,18,45,86,0.523,10,25,0.400,35,61,0.574,0.581,16,23,0.696,10,35,45,30,4,1,17,25,140.3,114.6,101.2,0.439,0.512,0.726,44.4,58.7,9.9,8.2,0.695,6.7,7.9,0.341,0.581,15.0,23.3,0.186
62,62,2023-02-26,,LAL,L,108,111,,39,93,0.419,20,49,0.408,19,44,0.432,0.527,10,14,0.714,11,37,48,21,5,5,17,24,42,97,0.433,6,34,0.176,36,63,0.571,0.464,21,28,0.750,17,39,56,25,9,4,11,17,106.1,109.1,101.8,0.151,0.527,0.545,46.2,53.8,4.9,7.9,0.527,14.6,22.0,0.108,0.464,9.1,31.5,0.216
63,63,2023-02-28,,IND,L,122,124,,46,91,0.505,12,37,0.324,34,54,0.630,0.571,18,28,0.643,9,29,38,28,5,3,7,29,41,78,0.526,11,28,0.393,30,50,0.600,0.596,31,40,0.775,5,36,41,25,3,8,9,19,124.0,126.0,98.4,0.308,0.407,0.590,48.1,60.9,5.1,6.0,0.571,6.3,20.0,0.198,0.596,8.6,14.7,0.397
64,64,2023-03-02,,PHI,W,133,126,,45,82,0.549,25,48,0.521,20,34,0.588,0.701,18,27,0.667,5,26,31,26,8,1,13,22,45,78,0.577,12,27,0.444,33,51,0.647,0.654,24,29,0.828,5,32,37,28,9,1,14,24,134.1,127.0,99.2,0.329,0.585,0.708,45.6,57.8,8.1,2.0,0.701,12.2,13.5,0.220,0.654,13.4,16.1,0.308
65,65,2023-03-05,,PHO,L,126,130,,38,77,0.494,15,38,0.395,23,39,0.590,0.591,35,38,0.921,5,26,31,15,5,0,10,22,49,89,0.551,12,34,0.353,37,55,0.673,0.618,20,25,0.800,9,32,41,27,5,2,9,28,130.2,134.3,96.8,0.494,0.494,0.672,43.1,39.5,5.2,0.0,0.591,9.6,13.5,0.455,0.618,8.3,25.7,0.225
66,66,2023-03-07,,UTA,W,120,116,,42,89,0.472,19,45,0.422,23,44,0.523,0.579,17,22,0.773,3,40,43,24,10,6,17,20,41,92,0.446,15,44,0.341,26,48,0.542,0.527,19,25,0.760,6,41,47,23,10,4,16,23,108.0,104.4,111.1,0.247,0.506,0.608,47.8,57.1,9.0,12.5,0.579,14.7,6.8,0.191,0.527,13.4,13.0,0.207
67,67,2023-03-08,@,NOP,L,106,113,,38,88,0.432,16,46,0.348,22,42,0.524,0.523,14,19,0.737,5,29,34,24,7,0,9,18,42,83,0.506,13,27,0.481,29,56,0.518,0.584,16,18,0.889,9,40,49,32,4,6,15,19,109.6,116.8,96.7,0.216,0.523,0.550,41.0,63.2,7.2,0.0,0.523,8.5,11.1,0.159,0.584,14.2,23.7,0.193
68,68,2023-03-11,@,MEM,L,108,112,,39,85,0.459,15,43,0.349,24,42,0.571,0.547,15,23,0.652,10,33,43,25,4,3,11,17,41,86,0.477,10,38,0.263,31,48,0.646,0.535,20,24,0.833,11,34,45,25,7,5,11,16,114.5,118.8,94.3,0.271,0.506,0.568,48.9,64.1,4.2,6.3,0.547,10.4,22.7,0.176,0.535,10.2,25.0,0.233
69,69,2023-03-13,,MEM,L,88,104,,35,90,0.389,12,46,0.261,23,44,0.523,0.456,6,8,0.750,8,33,41,23,3,3,13,16,38,83,0.458,12,37,0.324,26,46,0.565,0.530,16,19,0.842,7,40,47,23,9,3,16,17,90.5,106.9,97.3,0.089,0.511,0.470,46.6,65.7,3.1,6.5,0.456,12.2,16.7,0.067,0.530,14.9,17.5,0.193
70,70,2023-03-15,@,SAS,W,137,128,OT,44,86,0.512,17,33,0.515,27,53,0.509,0.610,32,37,0.865,10,42,52,23,4,4,19,25,49,107,0.458,15,34,0.441,34,73,0.466,0.528,15,26,0.577,16,31,47,26,7,4,10,30,125.0,116.8,99.2,0.430,0.384,0.670,52.5,52.3,3.7,5.5,0.610,15.7,24.4,0.372,0.528,7.8,27.6,0.140
71,71,2023-03-17,@,LAL,W,111,110,,40,79,0.506,16,34,0.471,24,45,0.533,0.608,15,19,0.789,7,28,35,27,8,4,15,26,43,84,0.512,5,20,0.250,38,64,0.594,0.542,19,31,0.613,13,29,42,23,8,3,12,18,118.1,117.0,94.0,0.241,0.430,0.635,45.5,67.5,8.5,6.3,0.608,14.7,19.4,0.190,0.542,10.9,31.7,0.226
72,72,2023-03-20,@,MEM,L,108,112,,39,84,0.464,11,36,0.306,28,48,0.583,0.530,19,20,0.950,8,29,37,22,5,4,12,19,41,89,0.461,10,35,0.286,31,54,0.574,0.517,20,26,0.769,17,33,50,21,5,3,11,18,116.1,120.4,93.0,0.238,0.429,0.582,42.5,56.4,5.4,7.4,0.530,11.5,19.5,0.226,0.517,9.9,37.0,0.225
73,73,2023-03-22,,GSW,L,125,127,,44,89,0.494,17,40,0.425,27,49,0.551,0.590,20,28,0.714,8,23,31,27,7,2,10,17,50,90,0.556,12,39,0.308,38,51,0.745,0.622,15,18,0.833,11,33,44,33,7,5,13,20,126.8,128.8,98.6,0.315,0.449,0.617,41.3,61.4,7.1,3.9,0.590,9.0,19.5,0.225,0.622,11.7,32.4,0.167
74,74,2023-03-24,,CHO,L,109,117,,41,84,0.488,9,36,0.250,32,48,0.667,0.542,18,24,0.750,7,38,45,25,3,4,11,19,43,89,0.483,11,28,0.393,32,61,0.525,0.545,20,27,0.741,6,37,43,32,7,4,8,17,109.9,118.0,99.2,0.286,0.429,0.576,51.1,61.0,3.0,6.6,0.542,10.4,15.9,0.214,0.545,7.3,13.6,0.225
75,75,2023-03-26,@,CHO,L,104,110,,32,84,0.381,19,49,0.388,13,35,0.371,0.494,21,22,0.955,3,34,37,18,8,7,8,24,39,88,0.443,12,29,0.414,27,59,0.458,0.511,20,24,0.833,14,44,58,27,6,2,14,18,107.5,113.7,96.8,0.262,0.583,0.555,38.9,56.3,8.3,11.9,0.494,7.9,6.4,0.250,0.511,12.4,29.2,0.227
76,76,2023-03-27,@,IND,W,127,104,,47,83,0.566,18,37,0.486,29,46,0.630,0.675,15,17,0.882,4,29,33,29,7,8,13,23,39,93,0.419,8,28,0.286,31,65,0.477,0.462,18,23,0.783,14,29,43,20,6,3,14,19,129.9,106.4,97.8,0.205,0.446,0.702,43.4,61.7,7.2,12.3,0.675,12.6,12.1,0.181,0.462,12.0,32.6,0.194
77,77,2023-03-29,@,PHI,L,108,116,,38,83,0.458,18,46,0.391,20,37,0.541,0.566,14,18,0.778,8,32,40,24,3,3,14,22,37,80,0.463,17,36,0.472,20,44,0.455,0.569,25,30,0.833,11,32,43,26,9,4,11,19,116.3,124.9,92.9,0.217,0.554,0.594,48.2,63.2,3.2,6.8,0.566,13.3,20.0,0.169,0.569,10.6,25.6,0.313
