Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_Opp,FGA_Opp,FG%_Opp,3P_Opp,3PA_Opp,3P%_Opp,2P_Opp,2PA_Opp,2P%_Opp,eFG%_Opp,FT_Opp,FTA_Opp,FT%_Opp,ORB_Opp,DRB_Opp,TRB_Opp,AST_Opp,STL_Opp,BLK_Opp,TOV_Opp,PF_Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
55,55,2023-02-04,@,DET,W,116,100,,42,75,0.560,11,23,0.478,31,52,0.596,0.633,21,31,0.677,10,36,46,34,10,2,17,23,35,81,0.432,16,42,0.381,19,39,0.487,0.531,14,22,0.636,9,21,30,23,8,2,16,27,107.5,95.3,98.6,0.147,0.337,0.524,55.2,68.3,6.1,16.2,0.495,8.2,20.0,0.126,0.453,14.5,6.5,0.347
56,56,2023-02-07,@,BRK,W,116,112,,43,92,0.467,9,31,0.290,34,61,0.557,0.516,21,28,0.750,16,32,48,31,10,4,15,24,38,79,0.481,9,28,0.321,29,51,0.569,0.538,27,31,0.871,5,31,36,25,11,2,17,21,122.8,105.8,94.5,0.413,0.307,0.654,60.5,81.0,10.6,5.1,0.633,16.1,32.3,0.280,0.531,15.0,20.0,0.173
57,57,2023-02-09,@,ATL,L,107,116,,39,86,0.453,7,30,0.233,32,56,0.571,0.494,22,29,0.759,9,26,35,24,14,10,11,19,43,95,0.453,10,29,0.345,33,66,0.500,0.505,20,27,0.741,20,39,59,23,6,4,19,22,114.4,110.4,101.4,0.304,0.337,0.556,57.1,72.1,9.9,7.8,0.516,12.6,34.0,0.228,0.538,15.5,13.5,0.342
58,58,2023-02-10,@,IND,W,117,104,,43,93,0.462,10,33,0.303,33,60,0.550,0.516,21,24,0.875,19,34,53,25,13,2,17,24,36,85,0.424,11,39,0.282,25,46,0.543,0.488,21,28,0.750,11,27,38,23,9,3,15,16,107.1,116.1,99.9,0.337,0.349,0.542,37.2,61.5,14.0,15.2,0.494,10.0,18.8,0.256,0.505,15.1,43.5,0.211
59,59,2023-02-14,,SAC,W,120,109,,50,88,0.568,7,22,0.318,43,66,0.652,0.608,13,16,0.813,8,29,37,33,12,4,15,17,37,83,0.446,14,38,0.368,23,45,0.511,0.530,21,24,0.875,13,27,40,23,8,4,17,21,119.5,106.2,97.9,0.258,0.355,0.565,58.2,58.1,13.3,4.3,0.516,14.1,41.3,0.226,0.488,13.4,24.4,0.247
60,60,2023-02-16,,LAC,L,107,116,,42,89,0.472,11,31,0.355,31,58,0.534,0.534,12,16,0.750,7,31,38,30,10,2,14,24,40,82,0.488,11,34,0.324,29,48,0.604,0.555,25,27,0.926,8,35,43,29,8,2,14,19,123.4,112.1,97.2,0.182,0.250,0.631,48.1,66.0,12.3,8.9,0.608,13.6,22.9,0.148,0.530,15.4,31.0,0.253
61,61,2023-02-24,,OKC,W,124,115,,42,90,0.467,14,38,0.368,28,52,0.538,0.544,26,32,0.813,15,39,54,23,5,5,11,22,41,95,0.432,15,38,0.395,26,57,0.456,0.511,18,24,0.750,14,33,47,27,5,2,9,21,107.8,116.8,99.3,0.180,0.348,0.557,46.9,71.4,10.1,4.2,0.534,12.7,16.7,0.135,0.555,13.0,20.5,0.305
62,62,2023-02-26,@,MIL,L,101,104,,40,95,0.421,8,24,0.333,32,71,0.451,0.463,13,22,0.591,19,36,55,21,4,5,12,22,38,87,0.437,13,45,0.289,25,42,0.595,0.511,15,21,0.714,11,34,45,15,4,7,12,20,126.5,117.3,98.0,0.356,0.422,0.596,53.5,54.8,5.1,8.8,0.544,9.6,31.3,0.289,0.511,7.9,26.4,0.189
63,63,2023-03-01,@,CHO,W,105,91,,42,89,0.472,9,25,0.360,33,64,0.516,0.522,12,15,0.800,5,43,48,30,8,9,13,22,32,88,0.364,9,33,0.273,23,55,0.418,0.415,18,28,0.643,12,36,48,20,3,7,14,17,106.4,109.6,94.9,0.232,0.253,0.482,55.0,52.5,4.2,11.9,0.463,10.3,35.8,0.137,0.511,11.1,23.4,0.172
64,64,2023-03-03,@,CHI,W,125,104,,42,84,0.500,20,47,0.426,22,37,0.595,0.619,21,25,0.840,13,28,41,29,6,7,11,20,39,83,0.470,7,23,0.304,32,60,0.533,0.512,19,25,0.760,9,25,34,24,7,1,9,15,104.0,90.1,101.0,0.169,0.281,0.549,50.0,71.4,7.9,16.4,0.522,12.0,12.2,0.135,0.415,12.2,21.8,0.205
65,65,2023-03-05,@,DAL,W,130,126,,49,89,0.551,12,34,0.353,37,55,0.673,0.618,20,25,0.800,9,32,41,27,5,2,9,28,38,77,0.494,15,38,0.395,23,39,0.590,0.591,35,38,0.921,5,26,31,15,5,0,10,22,138.8,115.4,90.1,0.298,0.560,0.658,54.7,69.0,6.7,11.7,0.619,10.4,34.2,0.250,0.512,8.7,24.3,0.229
66,66,2023-03-08,,OKC,W,132,101,,49,94,0.521,20,43,0.465,29,51,0.569,0.628,14,16,0.875,14,40,54,31,10,7,15,17,33,88,0.375,15,43,0.349,18,45,0.400,0.460,20,21,0.952,7,30,37,23,9,2,16,13,134.3,130.2,96.8,0.281,0.382,0.650,56.9,55.1,5.2,5.1,0.618,8.3,25.7,0.225,0.591,9.6,13.5,0.455
67,67,2023-03-11,,SAC,L,119,128,,44,89,0.494,13,44,0.295,31,45,0.689,0.567,18,22,0.818,7,33,40,30,11,3,14,26,41,85,0.482,15,35,0.429,26,50,0.520,0.571,31,37,0.838,8,31,39,19,10,2,15,19,129.6,99.2,101.9,0.170,0.457,0.653,59.3,63.3,9.8,15.6,0.628,12.9,31.8,0.149,0.460,14.1,14.9,0.227
68,68,2023-03-13,@,GSW,L,112,123,,46,95,0.484,4,21,0.190,42,74,0.568,0.505,16,22,0.727,17,30,47,25,8,4,14,23,45,83,0.542,19,39,0.487,26,44,0.591,0.657,14,24,0.583,9,32,41,28,8,6,16,21,114.1,122.8,104.3,0.247,0.494,0.603,50.6,68.2,10.5,6.0,0.567,12.4,18.4,0.202,0.571,12.9,19.5,0.365
